func,type,x1,x2,p,w,L
lowheight,2,900,10,5,30,42.16082499
lowheight,2,900,10,10,20,43.67832997
lowheight,2,900,10,10,30,43.67832997
lowheight,2,900,10,25,20,46.9537267
lowheight,2,900,10,25,30,46.9537267
lowheight,2,900,10,50,20,51.5349598
lowheight,2,900,10,50,30,51.5349598
lowheight,2,900,10,75,20,56.86882841
lowheight,2,900,10,75,30,56.86882841
lowheight,2,900,10,90,20,62.12786311
lowheight,2,900,10,90,30,62.12786311
lowheight,2,900,10,95,20,65.42837941
lowheight,2,900,10,95,30,65.42837941
lowheight,2,900,50,5,20,56.14022507
lowheight,2,900,50,5,30,56.14022507
lowheight,2,900,50,10,20,57.65773005
lowheight,2,900,50,10,30,57.65773005
lowheight,2,900,50,25,20,60.93312679
lowheight,2,900,50,25,30,60.93312679
lowheight,2,900,50,50,20,75.20208876
lowheight,2,900,50,50,30,72.10204689
lowheight,2,900,50,75,20,101.9211413
lowheight,2,900,50,75,30,95.46118732
lowheight,2,900,50,90,20,106.1705741
lowheight,2,900,50,90,30,106.1705741
lowheight,2,900,50,95,20,108.7136885
lowheight,2,900,50,95,30,108.7136885
lowheight,2,900,100,5,20,62.16082499
lowheight,2,900,100,5,30,62.16082499
lowheight,2,900,100,10,20,63.67832997
lowheight,2,900,100,10,30,63.67832997
lowheight,2,900,100,25,20,66.9537267
lowheight,2,900,100,25,30,66.9537267
lowheight,2,900,100,50,20,109.2409129
lowheight,2,900,100,50,30,109.2409129
lowheight,2,900,100,75,20,113.9623412
lowheight,2,900,100,75,30,113.9623412
lowheight,2,900,100,90,20,118.2117739
lowheight,2,900,100,90,30,118.2117739
lowheight,2,900,100,95,20,120.7548883
lowheight,2,900,100,95,30,120.7548883
lowheight,2,900,500,5,20,125.6857377
lowheight,2,900,500,5,30,125.6857377
lowheight,2,900,500,10,20,128.2288521
lowheight,2,900,500,10,30,128.2288521
lowheight,2,900,500,25,20,132.4782848
lowheight,2,900,500,25,30,132.4782848
lowheight,2,900,500,50,20,137.1997131
lowheight,2,900,500,50,30,137.1997131
lowheight,2,900,500,75,20,141.9211413
lowheight,2,900,500,75,30,141.9211413
lowheight,2,900,500,90,20,146.1705741
lowheight,2,900,500,90,30,146.1705741
lowheight,2,900,500,95,20,148.7136885
lowheight,2,900,500,95,30,148.7136885
lowheight,2,900,1000,5,20,137.7269375
lowheight,2,900,1000,5,30,137.7269375
lowheight,2,900,1000,10,20,140.270052
lowheight,2,900,1000,10,30,140.270052
lowheight,2,900,1000,25,20,144.5194847
lowheight,2,900,1000,25,30,144.5194847
lowheight,2,900,1000,50,20,149.2409129
lowheight,2,900,1000,50,30,149.2409129
lowheight,2,900,1000,75,20,153.9623412
lowheight,2,900,1000,75,30,153.9623412
lowheight,2,900,1000,90,20,158.2117739
lowheight,2,900,1000,90,30,158.2117739
lowheight,2,900,1000,95,20,160.7548883
lowheight,2,900,1000,95,30,160.7548883
lowheight,2,900,2000,5,20,149.7681374
lowheight,2,900,2000,5,30,149.7681374
lowheight,2,900,2000,10,20,152.3112518
lowheight,2,900,2000,10,30,152.3112518
lowheight,2,900,2000,25,20,156.5606845
lowheight,2,900,2000,25,30,156.5606845
lowheight,2,900,2000,50,20,161.2821128
lowheight,2,900,2000,50,30,161.2821128
lowheight,2,900,2000,75,20,166.003541
lowheight,2,900,2000,75,30,166.003541
lowheight,2,900,2000,90,20,170.2529737
lowheight,2,900,2000,90,30,170.2529737
lowheight,2,900,2000,95,20,172.7960881
lowheight,2,900,2000,95,30,172.7960881
lowheight,2,1800,5,5,20,42.16082499
lowheight,2,1800,5,5,30,42.16082499
lowheight,2,1800,5,10,20,43.67832997
lowheight,2,1800,5,10,30,43.67832997
lowheight,2,1800,5,25,20,46.9537267
lowheight,2,1800,5,25,30,46.9537267
lowheight,2,1800,5,50,20,51.5349598
lowheight,2,1800,5,50,30,51.5349598
lowheight,2,1800,5,75,20,56.86882841
lowheight,2,1800,5,75,30,56.86882841
lowheight,2,1800,5,90,20,62.12786311
lowheight,2,1800,5,90,30,62.12786311
lowheight,2,1800,5,95,20,65.42837941
lowheight,2,1800,5,95,30,65.42837941
lowheight,2,1800,10,5,20,48.1814249
lowheight,2,1800,10,5,30,48.1814249
lowheight,2,1800,10,10,20,49.69892988
lowheight,2,1800,10,10,30,49.69892988
lowheight,2,1800,10,25,20,52.97432662
lowheight,2,1800,10,25,30,52.97432662
lowheight,2,1800,10,50,20,57.55555972
lowheight,2,1800,10,50,30,57.55555972
lowheight,2,1800,10,75,20,62.88942832
lowheight,2,1800,10,75,30,62.88942832
lowheight,2,1800,10,90,20,68.14846302
lowheight,2,1800,10,90,30,68.14846302
lowheight,2,1800,10,95,20,71.44897932
lowheight,2,1800,10,95,30,71.44897932
lowheight,2,1800,50,5,20,62.16082499
lowheight,2,1800,50,5,30,62.16082499
lowheight,2,1800,50,10,20,63.67832997
lowheight,2,1800,50,10,30,63.67832997
lowheight,2,1800,50,25,20,66.9537267
lowheight,2,1800,50,25,30,66.9537267
lowheight,2,1800,50,50,20,83.40515614
lowheight,2,1800,50,50,30,79.57762511
lowheight,2,1800,50,75,20,115.4674912
lowheight,2,1800,50,75,30,107.3267863
lowheight,2,1800,50,90,20,119.7169239
lowheight,2,1800,50,90,30,119.7169239
lowheight,2,1800,50,95,20,122.2600383
lowheight,2,1800,50,95,30,122.2600383
lowheight,2,1800,100,5,20,68.1814249
lowheight,2,1800,100,5,30,68.1814249
lowheight,2,1800,100,10,20,69.69892988
lowheight,2,1800,100,10,30,69.69892988
lowheight,2,1800,100,25,20,72.97432662
lowheight,2,1800,100,25,30,72.97432662
lowheight,2,1800,100,50,20,122.7872627
lowheight,2,1800,100,50,30,122.7872627
lowheight,2,1800,100,75,20,127.508691
lowheight,2,1800,100,75,30,127.508691
lowheight,2,1800,100,90,20,131.7581237
lowheight,2,1800,100,90,30,131.7581237
lowheight,2,1800,100,95,20,134.3012381
lowheight,2,1800,100,95,30,134.3012381
lowheight,2,1800,500,5,20,139.2320875
lowheight,2,1800,500,5,30,139.2320875
lowheight,2,1800,500,10,20,141.7752019
lowheight,2,1800,500,10,30,141.7752019
lowheight,2,1800,500,25,20,146.0246347
lowheight,2,1800,500,25,30,146.0246347
lowheight,2,1800,500,50,20,150.7460629
lowheight,2,1800,500,50,30,150.7460629
lowheight,2,1800,500,75,20,155.4674912
lowheight,2,1800,500,75,30,155.4674912
lowheight,2,1800,500,90,20,159.7169239
lowheight,2,1800,500,90,30,159.7169239
lowheight,2,1800,500,95,20,162.2600383
lowheight,2,1800,500,95,30,162.2600383
lowheight,2,1800,1000,5,20,151.2732873
lowheight,2,1800,1000,5,30,151.2732873
lowheight,2,1800,1000,10,20,153.8164018
lowheight,2,1800,1000,10,30,153.8164018
lowheight,2,1800,1000,25,20,158.0658345
lowheight,2,1800,1000,25,30,158.0658345
lowheight,2,1800,1000,50,20,162.7872627
lowheight,2,1800,1000,50,30,162.7872627
lowheight,2,1800,1000,75,20,167.508691
lowheight,2,1800,1000,75,30,167.508691
lowheight,2,1800,1000,90,20,171.7581237
lowheight,2,1800,1000,90,30,171.7581237
lowheight,2,1800,1000,95,20,174.3012381
lowheight,2,1800,1000,95,30,174.3012381
lowheight,2,1800,2000,5,20,163.3144872
lowheight,2,1800,2000,5,30,163.3144872
lowheight,2,1800,2000,10,20,165.8576016
lowheight,2,1800,2000,10,30,165.8576016
lowheight,2,1800,2000,25,20,170.1070343
lowheight,2,1800,2000,25,30,170.1070343
lowheight,2,1800,2000,50,20,174.8284626
lowheight,2,1800,2000,50,30,174.8284626
lowheight,2,1800,2000,75,20,179.5498908
lowheight,2,1800,2000,75,30,179.5498908
lowheight,2,1800,2000,90,20,183.7993235
lowheight,2,1800,2000,90,30,183.7993235
lowheight,2,1800,2000,95,20,186.3424379
lowheight,2,1800,2000,95,30,186.3424379
lowheight,2,2600,5,5,20,45.35484184
lowheight,2,2600,5,5,30,45.35484184
lowheight,2,2600,5,10,20,46.87234683
lowheight,2,2600,5,10,30,46.87234683
lowheight,2,2600,5,25,20,50.14774356
lowheight,2,2600,5,25,30,50.14774356
lowheight,2,2600,5,50,20,54.72897666
lowheight,2,2600,5,50,30,54.72897666
lowheight,2,2600,5,75,20,60.06284527
lowheight,2,2600,5,75,30,60.06284527
lowheight,2,2600,5,90,20,65.32187996
lowheight,2,2600,5,90,30,65.32187996
lowheight,2,2600,5,95,20,68.62239626
lowheight,2,2600,5,95,30,68.62239626
lowheight,2,2600,10,5,20,51.37544176
lowheight,2,2600,10,5,30,51.37544176
lowheight,2,2600,10,10,20,52.89294674
lowheight,2,2600,10,10,30,52.89294674
lowheight,2,2600,10,25,20,56.16834347
lowheight,2,2600,10,25,30,56.16834347
lowheight,2,2600,10,50,20,60.74957657
lowheight,2,2600,10,50,30,60.74957657
lowheight,2,2600,10,75,20,66.08344518
lowheight,2,2600,10,75,30,66.08344518
lowheight,2,2600,10,90,20,71.34247988
lowheight,2,2600,10,90,30,71.34247988
lowheight,2,2600,10,95,20,74.64299618
lowheight,2,2600,10,95,30,74.64299618
lowheight,2,2600,50,5,20,65.35484184
lowheight,2,2600,50,5,30,65.35484184
lowheight,2,2600,50,10,20,66.87234683
lowheight,2,2600,50,10,30,66.87234683
lowheight,2,2600,50,25,20,70.14774356
lowheight,2,2600,50,25,30,70.14774356
lowheight,2,2600,50,50,20,87.75700411
lowheight,2,2600,50,50,30,83.54352938
lowheight,2,2600,50,75,20,122.6540291
lowheight,2,2600,50,75,30,113.6216612
lowheight,2,2600,50,90,20,126.9034618
lowheight,2,2600,50,90,30,126.9034618
lowheight,2,2600,50,95,20,129.4465762
lowheight,2,2600,50,95,30,129.4465762
lowheight,2,2600,100,5,20,71.37544176
lowheight,2,2600,100,5,30,71.37544176
lowheight,2,2600,100,10,20,72.89294674
lowheight,2,2600,100,10,30,72.89294674
lowheight,2,2600,100,25,20,76.16834347
lowheight,2,2600,100,25,30,76.16834347
lowheight,2,2600,100,50,20,129.9738007
lowheight,2,2600,100,50,30,129.9738007
lowheight,2,2600,100,75,20,134.6952289
lowheight,2,2600,100,75,30,134.6952289
lowheight,2,2600,100,90,20,138.9446616
lowheight,2,2600,100,90,30,138.9446616
lowheight,2,2600,100,95,20,141.487776
lowheight,2,2600,100,95,30,141.487776
lowheight,2,2600,500,5,20,146.4186254
lowheight,2,2600,500,5,30,146.4186254
lowheight,2,2600,500,10,20,148.9617399
lowheight,2,2600,500,10,30,148.9617399
lowheight,2,2600,500,25,20,153.2111726
lowheight,2,2600,500,25,30,153.2111726
lowheight,2,2600,500,50,20,157.9326008
lowheight,2,2600,500,50,30,157.9326008
lowheight,2,2600,500,75,20,162.6540291
lowheight,2,2600,500,75,30,162.6540291
lowheight,2,2600,500,90,20,166.9034618
lowheight,2,2600,500,90,30,166.9034618
lowheight,2,2600,500,95,20,169.4465762
lowheight,2,2600,500,95,30,169.4465762
lowheight,2,2600,1000,5,20,158.4598253
lowheight,2,2600,1000,5,30,158.4598253
lowheight,2,2600,1000,10,20,161.0029397
lowheight,2,2600,1000,10,30,161.0029397
lowheight,2,2600,1000,25,20,165.2523724
lowheight,2,2600,1000,25,30,165.2523724
lowheight,2,2600,1000,50,20,169.9738007
lowheight,2,2600,1000,50,30,169.9738007
lowheight,2,2600,1000,75,20,174.6952289
lowheight,2,2600,1000,75,30,174.6952289
lowheight,2,2600,1000,90,20,178.9446616
lowheight,2,2600,1000,90,30,178.9446616
lowheight,2,2600,1000,95,20,181.487776
lowheight,2,2600,1000,95,30,181.487776
lowheight,2,2600,2000,5,20,170.5010251
lowheight,2,2600,2000,5,30,170.5010251
lowheight,2,2600,2000,10,20,173.0441395
lowheight,2,2600,2000,10,30,173.0441395
lowheight,2,2600,2000,25,20,177.2935722
lowheight,2,2600,2000,25,30,177.2935722
lowheight,2,2600,2000,50,20,182.0150005
lowheight,2,2600,2000,50,30,182.0150005
lowheight,2,2600,2000,75,20,186.7364287
lowheight,2,2600,2000,75,30,186.7364287
lowheight,2,2600,2000,90,20,190.9858614
lowheight,2,2600,2000,90,30,190.9858614
lowheight,2,2600,2000,95,20,193.5289759
lowheight,2,2600,2000,95,30,193.5289759
lowheight,2,3000,5,5,20,46.59779998
lowheight,2,3000,5,5,30,46.59779998
lowheight,2,3000,5,10,20,48.11530496
lowheight,2,3000,5,10,30,48.11530496
lowheight,2,3000,5,25,20,51.3907017
lowheight,2,3000,5,25,30,51.3907017
lowheight,2,3000,5,50,20,55.9719348
lowheight,2,3000,5,50,30,55.9719348
lowheight,2,3000,5,75,20,61.3058034
lowheight,2,3000,5,75,30,61.3058034
lowheight,2,3000,5,90,20,66.5648381
lowheight,2,3000,5,90,30,66.5648381
lowheight,2,3000,5,95,20,69.8653544
lowheight,2,3000,5,95,30,69.8653544
lowheight,2,3000,10,5,20,52.61839989
lowheight,2,3000,10,5,30,52.61839989
lowheight,2,3000,10,10,20,54.13590487
lowheight,2,3000,10,10,30,54.13590487
lowheight,2,3000,10,25,20,57.41130161
lowheight,2,3000,10,25,30,57.41130161
lowheight,2,3000,10,50,20,61.99253471
lowheight,2,3000,10,50,30,61.99253471
lowheight,2,3000,10,75,20,67.32640332
lowheight,2,3000,10,75,30,67.32640332
lowheight,2,3000,10,90,20,72.58543801
lowheight,2,3000,10,90,30,72.58543801
lowheight,2,3000,10,95,20,75.88595431
lowheight,2,3000,10,95,30,75.88595431
lowheight,2,3000,50,5,20,66.59779998
lowheight,2,3000,50,5,30,66.59779998
lowheight,2,3000,50,10,20,68.11530496
lowheight,2,3000,50,10,30,68.11530496
lowheight,2,3000,50,25,20,71.3907017
lowheight,2,3000,50,25,30,71.3907017
lowheight,2,3000,50,50,20,89.45053457
lowheight,2,3000,50,50,30,85.08686906
lowheight,2,3000,50,75,20,125.4506849
lowheight,2,3000,50,75,30,116.0713245
lowheight,2,3000,50,90,20,129.7001176
lowheight,2,3000,50,90,30,129.7001176
lowheight,2,3000,50,95,20,132.243232
lowheight,2,3000,50,95,30,132.243232
lowheight,2,3000,100,5,20,72.61839989
lowheight,2,3000,100,5,30,72.61839989
lowheight,2,3000,100,10,20,74.13590487
lowheight,2,3000,100,10,30,74.13590487
lowheight,2,3000,100,25,20,77.41130161
lowheight,2,3000,100,25,30,77.41130161
lowheight,2,3000,100,50,20,132.7704565
lowheight,2,3000,100,50,30,132.7704565
lowheight,2,3000,100,75,20,137.4918847
lowheight,2,3000,100,75,30,137.4918847
lowheight,2,3000,100,90,20,141.7413174
lowheight,2,3000,100,90,30,141.7413174
lowheight,2,3000,100,95,20,144.2844319
lowheight,2,3000,100,95,30,144.2844319
lowheight,2,3000,500,5,20,149.2152812
lowheight,2,3000,500,5,30,149.2152812
lowheight,2,3000,500,10,20,151.7583957
lowheight,2,3000,500,10,30,151.7583957
lowheight,2,3000,500,25,20,156.0078284
lowheight,2,3000,500,25,30,156.0078284
lowheight,2,3000,500,50,20,160.7292566
lowheight,2,3000,500,50,30,160.7292566
lowheight,2,3000,500,75,20,165.4506849
lowheight,2,3000,500,75,30,165.4506849
lowheight,2,3000,500,90,20,169.7001176
lowheight,2,3000,500,90,30,169.7001176
lowheight,2,3000,500,95,20,172.243232
lowheight,2,3000,500,95,30,172.243232
lowheight,2,3000,1000,5,20,161.2564811
lowheight,2,3000,1000,5,30,161.2564811
lowheight,2,3000,1000,10,20,163.7995955
lowheight,2,3000,1000,10,30,163.7995955
lowheight,2,3000,1000,25,20,168.0490282
lowheight,2,3000,1000,25,30,168.0490282
lowheight,2,3000,1000,50,20,172.7704565
lowheight,2,3000,1000,50,30,172.7704565
lowheight,2,3000,1000,75,20,177.4918847
lowheight,2,3000,1000,75,30,177.4918847
lowheight,2,3000,1000,90,20,181.7413174
lowheight,2,3000,1000,90,30,181.7413174
lowheight,2,3000,1000,95,20,184.2844319
lowheight,2,3000,1000,95,30,184.2844319
lowheight,2,3000,2000,5,20,173.2976809
lowheight,2,3000,2000,5,30,173.2976809
lowheight,2,3000,2000,10,20,175.8407953
lowheight,2,3000,2000,10,30,175.8407953
lowheight,2,3000,2000,25,20,180.090228
lowheight,2,3000,2000,25,30,180.090228
lowheight,2,3000,2000,50,20,184.8116563
lowheight,2,3000,2000,50,30,184.8116563
lowheight,2,3000,2000,75,20,189.5330845
lowheight,2,3000,2000,75,30,189.5330845
lowheight,2,3000,2000,90,20,193.7825172
lowheight,2,3000,2000,90,30,193.7825172
lowheight,2,3000,2000,95,20,196.3256317
lowheight,2,3000,2000,95,30,196.3256317
lowheight,3,300,5,5,20,26.59779998
lowheight,3,300,5,5,30,26.59779998
lowheight,3,300,5,10,20,28.11530496
lowheight,3,300,5,10,30,28.11530496
lowheight,3,300,5,25,20,31.3907017
lowheight,3,300,5,25,30,31.3907017
lowheight,3,300,5,50,20,35.9719348
lowheight,3,300,5,50,30,35.9719348
lowheight,3,300,5,75,20,41.3058034
lowheight,3,300,5,75,30,41.3058034
lowheight,3,300,5,90,20,46.5648381
lowheight,3,300,5,90,30,46.5648381
lowheight,3,300,5,95,20,49.8653544
lowheight,3,300,5,95,30,49.8653544
lowheight,3,300,10,5,20,32.61839989
lowheight,3,300,10,5,30,32.61839989
lowheight,3,300,10,10,20,34.13590487
lowheight,3,300,10,10,30,34.13590487
lowheight,3,300,10,25,20,37.41130161
lowheight,3,300,10,25,30,37.41130161
lowheight,3,300,10,50,20,41.99253471
lowheight,3,300,10,50,30,41.99253471
lowheight,3,300,10,75,20,47.32640332
lowheight,3,300,10,75,30,47.32640332
lowheight,3,300,10,90,20,52.58543801
lowheight,3,300,10,90,30,52.58543801
lowheight,3,300,10,95,20,55.88595431
lowheight,3,300,10,95,30,55.88595431
lowheight,3,300,50,5,20,46.59779998
lowheight,3,300,50,5,30,46.59779998
lowheight,3,300,50,10,20,48.11530496
lowheight,3,300,50,10,30,48.11530496
lowheight,3,300,50,25,20,51.3907017
lowheight,3,300,50,25,30,51.3907017
lowheight,3,300,50,50,20,60.89553457
lowheight,3,300,50,50,30,59.38353573
lowheight,3,300,50,75,20,75.95068489
lowheight,3,300,50,75,30,73.15965787
lowheight,3,300,50,90,20,80.20011759
lowheight,3,300,50,90,30,80.20011759
lowheight,3,300,50,95,20,82.74323202
lowheight,3,300,50,95,30,82.74323202
lowheight,3,300,100,5,20,52.61839989
lowheight,3,300,100,5,30,52.61839989
lowheight,3,300,100,10,20,54.13590487
lowheight,3,300,100,10,30,54.13590487
lowheight,3,300,100,25,20,57.41130161
lowheight,3,300,100,25,30,57.41130161
lowheight,3,300,100,50,20,83.27045646
lowheight,3,300,100,50,30,83.27045646
lowheight,3,300,100,75,20,87.99188471
lowheight,3,300,100,75,30,87.99188471
lowheight,3,300,100,90,20,92.24131742
lowheight,3,300,100,90,30,92.24131742
lowheight,3,300,100,95,20,94.78443185
lowheight,3,300,100,95,30,94.78443185
lowheight,3,300,500,5,20,99.71528125
lowheight,3,300,500,5,30,99.71528125
lowheight,3,300,500,10,20,102.2583957
lowheight,3,300,500,10,30,102.2583957
lowheight,3,300,500,25,20,106.5078284
lowheight,3,300,500,25,30,106.5078284
lowheight,3,300,500,50,20,111.2292566
lowheight,3,300,500,50,30,111.2292566
lowheight,3,300,500,75,20,115.9506849
lowheight,3,300,500,75,30,115.9506849
lowheight,3,300,500,90,20,120.2001176
lowheight,3,300,500,90,30,120.2001176
lowheight,3,300,500,95,20,122.743232
lowheight,3,300,500,95,30,122.743232
lowheight,3,300,1000,5,20,111.7564811
lowheight,3,300,1000,5,30,111.7564811
lowheight,3,300,1000,10,20,114.2995955
lowheight,3,300,1000,10,30,114.2995955
lowheight,3,300,1000,25,20,118.5490282
lowheight,3,300,1000,25,30,118.5490282
lowheight,3,300,1000,50,20,123.2704565
lowheight,3,300,1000,50,30,123.2704565
lowheight,3,300,1000,75,20,127.9918847
lowheight,3,300,1000,75,30,127.9918847
lowheight,3,300,1000,90,20,132.2413174
lowheight,3,300,1000,90,30,132.2413174
lowheight,3,300,1000,95,20,134.7844319
lowheight,3,300,1000,95,30,134.7844319
lowheight,3,300,2000,5,20,123.7976809
lowheight,3,300,2000,5,30,123.7976809
lowheight,3,300,2000,10,20,126.3407953
lowheight,3,300,2000,10,30,126.3407953
lowheight,3,300,2000,25,20,130.590228
lowheight,3,300,2000,25,30,130.590228
lowheight,3,300,2000,50,20,135.3116563
lowheight,3,300,2000,50,30,135.3116563
lowheight,3,300,2000,75,20,140.0330845
lowheight,3,300,2000,75,30,140.0330845
lowheight,3,300,2000,90,20,144.2825172
lowheight,3,300,2000,90,30,144.2825172
lowheight,3,300,2000,95,20,146.8256317
lowheight,3,300,2000,95,30,146.8256317
lowheight,3,900,5,5,20,36.14022507
lowheight,3,900,5,5,30,36.14022507
lowheight,3,900,5,10,20,37.65773005
lowheight,3,900,5,10,30,37.65773005
lowheight,3,900,5,25,20,40.93312679
lowheight,3,900,5,25,30,40.93312679
lowheight,3,900,5,50,20,45.51435989
lowheight,3,900,5,50,30,45.51435989
lowheight,3,900,5,75,20,50.8482285
lowheight,3,900,5,75,30,50.8482285
lowheight,3,900,5,90,20,56.10726319
lowheight,3,900,5,90,30,56.10726319
lowheight,3,900,5,95,20,59.40777949
lowheight,3,900,5,95,30,59.40777949
lowheight,3,900,10,5,20,42.16082499
lowheight,3,900,10,5,30,42.16082499
lowheight,3,900,10,10,20,43.67832997
lowheight,3,900,10,10,30,43.67832997
lowheight,3,900,10,25,20,46.9537267
lowheight,3,900,10,25,30,46.9537267
lowheight,3,900,10,50,20,51.5349598
lowheight,3,900,10,50,30,51.5349598
lowheight,3,900,10,75,20,56.86882841
lowheight,3,900,10,75,30,56.86882841
lowheight,3,900,10,90,20,62.12786311
lowheight,3,900,10,90,30,62.12786311
lowheight,3,900,10,95,20,65.42837941
lowheight,3,900,10,95,30,65.42837941
lowheight,3,900,50,5,20,56.14022507
lowheight,3,900,50,5,30,56.14022507
lowheight,3,900,50,10,20,57.65773005
lowheight,3,900,50,10,30,57.65773005
lowheight,3,900,50,25,20,60.93312679
lowheight,3,900,50,25,30,60.93312679
lowheight,3,900,50,50,20,73.89708876
lowheight,3,900,50,50,30,71.23204689
lowheight,3,900,50,75,20,97.42114135
lowheight,3,900,50,75,30,91.96618732
lowheight,3,900,50,90,20,101.6705741
lowheight,3,900,50,90,30,101.6705741
lowheight,3,900,50,95,20,104.2136885
lowheight,3,900,50,95,30,104.2136885
lowheight,3,900,100,5,20,62.16082499
lowheight,3,900,100,5,30,62.16082499
lowheight,3,900,100,10,20,63.67832997
lowheight,3,900,100,10,30,63.67832997
lowheight,3,900,100,25,20,66.9537267
lowheight,3,900,100,25,30,66.9537267
lowheight,3,900,100,50,20,104.7409129
lowheight,3,900,100,50,30,104.7409129
lowheight,3,900,100,75,20,109.4623412
lowheight,3,900,100,75,30,109.4623412
lowheight,3,900,100,90,20,113.7117739
lowheight,3,900,100,90,30,113.7117739
lowheight,3,900,100,95,20,116.2548883
lowheight,3,900,100,95,30,116.2548883
lowheight,3,900,500,5,20,121.1857377
lowheight,3,900,500,5,30,121.1857377
lowheight,3,900,500,10,20,123.7288521
lowheight,3,900,500,10,30,123.7288521
lowheight,3,900,500,25,20,127.9782848
lowheight,3,900,500,25,30,127.9782848
lowheight,3,900,500,50,20,132.6997131
lowheight,3,900,500,50,30,132.6997131
lowheight,3,900,500,75,20,137.4211413
lowheight,3,900,500,75,30,137.4211413
lowheight,3,900,500,90,20,141.6705741
lowheight,3,900,500,90,30,141.6705741
lowheight,3,900,500,95,20,144.2136885
lowheight,3,900,500,95,30,144.2136885
lowheight,3,900,1000,5,20,133.2269375
lowheight,3,900,1000,5,30,133.2269375
lowheight,3,900,1000,10,20,135.770052
lowheight,3,900,1000,10,30,135.770052
lowheight,3,900,1000,25,20,140.0194847
lowheight,3,900,1000,25,30,140.0194847
lowheight,3,900,1000,50,20,144.7409129
lowheight,3,900,1000,50,30,144.7409129
lowheight,3,900,1000,75,20,149.4623412
lowheight,3,900,1000,75,30,149.4623412
lowheight,3,900,1000,90,20,153.7117739
lowheight,3,900,1000,90,30,153.7117739
lowheight,3,900,1000,95,20,156.2548883
lowheight,3,900,1000,95,30,156.2548883
lowheight,3,900,2000,5,20,145.2681374
lowheight,3,900,2000,5,30,145.2681374
lowheight,3,900,2000,10,20,147.8112518
lowheight,3,900,2000,10,30,147.8112518
lowheight,3,900,2000,25,20,152.0606845
lowheight,3,900,2000,25,30,152.0606845
lowheight,3,900,2000,50,20,156.7821128
lowheight,3,900,2000,50,30,156.7821128
lowheight,3,900,2000,75,20,161.503541
lowheight,3,900,2000,75,30,161.503541
lowheight,3,900,2000,90,20,165.7529737
lowheight,3,900,2000,90,30,165.7529737
lowheight,3,900,2000,95,20,168.2960881
lowheight,3,900,2000,95,30,168.2960881
lowheight,3,1800,5,5,20,42.16082499
lowheight,3,1800,5,5,30,42.16082499
lowheight,3,1800,5,10,20,43.67832997
lowheight,3,1800,5,10,30,43.67832997
lowheight,3,1800,5,25,20,46.9537267
lowheight,3,1800,5,25,30,46.9537267
lowheight,3,1800,5,50,20,51.5349598
lowheight,3,1800,5,50,30,51.5349598
lowheight,3,1800,5,75,20,56.86882841
lowheight,3,1800,5,75,30,56.86882841
lowheight,3,1800,5,90,20,62.12786311
lowheight,3,1800,5,90,30,62.12786311
lowheight,3,1800,5,95,20,65.42837941
lowheight,3,1800,5,95,30,65.42837941
lowheight,3,1800,10,5,20,48.1814249
lowheight,3,1800,10,5,30,48.1814249
lowheight,3,1800,10,10,20,49.69892988
lowheight,3,1800,10,10,30,49.69892988
lowheight,3,1800,10,25,20,52.97432662
lowheight,3,1800,10,25,30,52.97432662
lowheight,3,1800,10,50,20,57.55555972
lowheight,3,1800,10,50,30,57.55555972
lowheight,3,1800,10,75,20,62.88942832
lowheight,3,1800,10,75,30,62.88942832
lowheight,3,1800,10,90,20,68.14846302
lowheight,3,1800,10,90,30,68.14846302
lowheight,3,1800,10,95,20,71.44897932
lowheight,3,1800,10,95,30,71.44897932
lowheight,3,1800,50,5,20,62.16082499
lowheight,3,1800,50,5,30,62.16082499
lowheight,3,1800,50,10,20,63.67832997
lowheight,3,1800,50,10,30,63.67832997
lowheight,3,1800,50,25,20,66.9537267
lowheight,3,1800,50,25,30,66.9537267
lowheight,3,1800,50,50,20,82.10015614
lowheight,3,1800,50,50,30,78.70762511
lowheight,3,1800,50,75,20,110.9674912
lowheight,3,1800,50,75,30,103.8317863
lowheight,3,1800,50,90,20,115.2169239
lowheight,3,1800,50,90,30,115.2169239
lowheight,3,1800,50,95,20,117.7600383
lowheight,3,1800,50,95,30,117.7600383
lowheight,3,1800,100,5,20,68.1814249
lowheight,3,1800,100,5,30,68.1814249
lowheight,3,1800,100,10,20,69.69892988
lowheight,3,1800,100,10,30,69.69892988
lowheight,3,1800,100,25,20,72.97432662
lowheight,3,1800,100,25,30,72.97432662
lowheight,3,1800,100,50,20,118.2872627
lowheight,3,1800,100,50,30,118.2872627
lowheight,3,1800,100,75,20,123.008691
lowheight,3,1800,100,75,30,123.008691
lowheight,3,1800,100,90,20,127.2581237
lowheight,3,1800,100,90,30,127.2581237
lowheight,3,1800,100,95,20,129.8012381
lowheight,3,1800,100,95,30,129.8012381
lowheight,3,1800,500,5,20,134.7320875
lowheight,3,1800,500,5,30,134.7320875
lowheight,3,1800,500,10,20,137.2752019
lowheight,3,1800,500,10,30,137.2752019
lowheight,3,1800,500,25,20,141.5246347
lowheight,3,1800,500,25,30,141.5246347
lowheight,3,1800,500,50,20,146.2460629
lowheight,3,1800,500,50,30,146.2460629
lowheight,3,1800,500,75,20,150.9674912
lowheight,3,1800,500,75,30,150.9674912
lowheight,3,1800,500,90,20,155.2169239
lowheight,3,1800,500,90,30,155.2169239
