func,type,x1,x2,p,w,L
lowheight,3,1800,500,95,20,157.7600383
lowheight,3,1800,500,95,30,157.7600383
lowheight,3,1800,1000,5,20,146.7732873
lowheight,3,1800,1000,5,30,146.7732873
lowheight,3,1800,1000,10,20,149.3164018
lowheight,3,1800,1000,10,30,149.3164018
lowheight,3,1800,1000,25,20,153.5658345
lowheight,3,1800,1000,25,30,153.5658345
lowheight,3,1800,1000,50,20,158.2872627
lowheight,3,1800,1000,50,30,158.2872627
lowheight,3,1800,1000,75,20,163.008691
lowheight,3,1800,1000,75,30,163.008691
lowheight,3,1800,1000,90,20,167.2581237
lowheight,3,1800,1000,90,30,167.2581237
lowheight,3,1800,1000,95,20,169.8012381
lowheight,3,1800,1000,95,30,169.8012381
lowheight,3,1800,2000,5,20,158.8144872
lowheight,3,1800,2000,5,30,158.8144872
lowheight,3,1800,2000,10,20,161.3576016
lowheight,3,1800,2000,10,30,161.3576016
lowheight,3,1800,2000,25,20,165.6070343
lowheight,3,1800,2000,25,30,165.6070343
lowheight,3,1800,2000,50,20,170.3284626
lowheight,3,1800,2000,50,30,170.3284626
lowheight,3,1800,2000,75,20,175.0498908
lowheight,3,1800,2000,75,30,175.0498908
lowheight,3,1800,2000,90,20,179.2993235
lowheight,3,1800,2000,90,30,179.2993235
lowheight,3,1800,2000,95,20,181.8424379
lowheight,3,1800,2000,95,30,181.8424379
lowheight,3,2600,5,5,20,45.35484184
lowheight,3,2600,5,5,30,45.35484184
lowheight,3,2600,5,10,20,46.87234683
lowheight,3,2600,5,10,30,46.87234683
lowheight,3,2600,5,25,20,50.14774356
lowheight,3,2600,5,25,30,50.14774356
lowheight,3,2600,5,50,20,54.72897666
lowheight,3,2600,5,50,30,54.72897666
lowheight,3,2600,5,75,20,60.06284527
lowheight,3,2600,5,75,30,60.06284527
lowheight,3,2600,5,90,20,65.32187996
lowheight,3,2600,5,90,30,65.32187996
lowheight,3,2600,5,95,20,68.62239626
lowheight,3,2600,5,95,30,68.62239626
lowheight,3,2600,10,5,20,51.37544176
lowheight,3,2600,10,5,30,51.37544176
lowheight,3,2600,10,10,20,52.89294674
lowheight,3,2600,10,10,30,52.89294674
lowheight,3,2600,10,25,20,56.16834347
lowheight,3,2600,10,25,30,56.16834347
lowheight,3,2600,10,50,20,60.74957657
lowheight,3,2600,10,50,30,60.74957657
lowheight,3,2600,10,75,20,66.08344518
lowheight,3,2600,10,75,30,66.08344518
lowheight,3,2600,10,90,20,71.34247988
lowheight,3,2600,10,90,30,71.34247988
lowheight,3,2600,10,95,20,74.64299618
lowheight,3,2600,10,95,30,74.64299618
lowheight,3,2600,50,5,20,65.35484184
lowheight,3,2600,50,5,30,65.35484184
lowheight,3,2600,50,10,20,66.87234683
lowheight,3,2600,50,10,30,66.87234683
lowheight,3,2600,50,25,20,70.14774356
lowheight,3,2600,50,25,30,70.14774356
lowheight,3,2600,50,50,20,86.45200411
lowheight,3,2600,50,50,30,82.67352938
lowheight,3,2600,50,75,20,118.1540291
lowheight,3,2600,50,75,30,110.1266612
lowheight,3,2600,50,90,20,122.4034618
lowheight,3,2600,50,90,30,122.4034618
lowheight,3,2600,50,95,20,124.9465762
lowheight,3,2600,50,95,30,124.9465762
lowheight,3,2600,100,5,20,71.37544176
lowheight,3,2600,100,5,30,71.37544176
lowheight,3,2600,100,10,20,72.89294674
lowheight,3,2600,100,10,30,72.89294674
lowheight,3,2600,100,25,20,76.16834347
lowheight,3,2600,100,25,30,76.16834347
lowheight,3,2600,100,50,20,125.4738007
lowheight,3,2600,100,50,30,125.4738007
lowheight,3,2600,100,75,20,130.1952289
lowheight,3,2600,100,75,30,130.1952289
lowheight,3,2600,100,90,20,134.4446616
lowheight,3,2600,100,90,30,134.4446616
lowheight,3,2600,100,95,20,136.987776
lowheight,3,2600,100,95,30,136.987776
lowheight,3,2600,500,5,20,141.9186254
lowheight,3,2600,500,5,30,141.9186254
lowheight,3,2600,500,10,20,144.4617399
lowheight,3,2600,500,10,30,144.4617399
lowheight,3,2600,500,25,20,148.7111726
lowheight,3,2600,500,25,30,148.7111726
lowheight,3,2600,500,50,20,153.4326008
lowheight,3,2600,500,50,30,153.4326008
lowheight,3,2600,500,75,20,158.1540291
lowheight,3,2600,500,75,30,158.1540291
lowheight,3,2600,500,90,20,162.4034618
lowheight,3,2600,500,90,30,162.4034618
lowheight,3,2600,500,95,20,164.9465762
lowheight,3,2600,500,95,30,164.9465762
lowheight,3,2600,1000,5,20,153.9598253
lowheight,3,2600,1000,5,30,153.9598253
lowheight,3,2600,1000,10,20,156.5029397
lowheight,3,2600,1000,10,30,156.5029397
lowheight,3,2600,1000,25,20,160.7523724
lowheight,3,2600,1000,25,30,160.7523724
lowheight,3,2600,1000,50,20,165.4738007
lowheight,3,2600,1000,50,30,165.4738007
lowheight,3,2600,1000,75,20,170.1952289
lowheight,3,2600,1000,75,30,170.1952289
lowheight,3,2600,1000,90,20,174.4446616
lowheight,3,2600,1000,90,30,174.4446616
lowheight,3,2600,1000,95,20,176.987776
lowheight,3,2600,1000,95,30,176.987776
lowheight,3,2600,2000,5,20,166.0010251
lowheight,3,2600,2000,5,30,166.0010251
lowheight,3,2600,2000,10,20,168.5441395
lowheight,3,2600,2000,10,30,168.5441395
lowheight,3,2600,2000,25,20,172.7935722
lowheight,3,2600,2000,25,30,172.7935722
lowheight,3,2600,2000,50,20,177.5150005
lowheight,3,2600,2000,50,30,177.5150005
lowheight,3,2600,2000,75,20,182.2364287
lowheight,3,2600,2000,75,30,182.2364287
lowheight,3,2600,2000,90,20,186.4858614
lowheight,3,2600,2000,90,30,186.4858614
lowheight,3,2600,2000,95,20,189.0289759
lowheight,3,2600,2000,95,30,189.0289759
lowheight,3,3000,5,5,20,46.59779998
lowheight,3,3000,5,5,30,46.59779998
lowheight,3,3000,5,10,20,48.11530496
lowheight,3,3000,5,10,30,48.11530496
lowheight,3,3000,5,25,20,51.3907017
lowheight,3,3000,5,25,30,51.3907017
lowheight,3,3000,5,50,20,55.9719348
lowheight,3,3000,5,50,30,55.9719348
lowheight,3,3000,5,75,20,61.3058034
lowheight,3,3000,5,75,30,61.3058034
lowheight,3,3000,5,90,20,66.5648381
lowheight,3,3000,5,90,30,66.5648381
lowheight,3,3000,5,95,20,69.8653544
lowheight,3,3000,5,95,30,69.8653544
lowheight,3,3000,10,5,20,52.61839989
lowheight,3,3000,10,5,30,52.61839989
lowheight,3,3000,10,10,20,54.13590487
lowheight,3,3000,10,10,30,54.13590487
lowheight,3,3000,10,25,20,57.41130161
lowheight,3,3000,10,25,30,57.41130161
lowheight,3,3000,10,50,20,61.99253471
lowheight,3,3000,10,50,30,61.99253471
lowheight,3,3000,10,75,20,67.32640332
lowheight,3,3000,10,75,30,67.32640332
lowheight,3,3000,10,90,20,72.58543801
lowheight,3,3000,10,90,30,72.58543801
lowheight,3,3000,10,95,20,75.88595431
lowheight,3,3000,10,95,30,75.88595431
lowheight,3,3000,50,5,20,66.59779998
lowheight,3,3000,50,5,30,66.59779998
lowheight,3,3000,50,10,20,68.11530496
lowheight,3,3000,50,10,30,68.11530496
lowheight,3,3000,50,25,20,71.3907017
lowheight,3,3000,50,25,30,71.3907017
lowheight,3,3000,50,50,20,88.14553457
lowheight,3,3000,50,50,30,84.21686906
lowheight,3,3000,50,75,20,120.9506849
lowheight,3,3000,50,75,30,112.5763245
lowheight,3,3000,50,90,20,125.2001176
lowheight,3,3000,50,90,30,125.2001176
lowheight,3,3000,50,95,20,127.743232
lowheight,3,3000,50,95,30,127.743232
lowheight,3,3000,100,5,20,72.61839989
lowheight,3,3000,100,5,30,72.61839989
lowheight,3,3000,100,10,20,74.13590487
lowheight,3,3000,100,10,30,74.13590487
lowheight,3,3000,100,25,20,77.41130161
lowheight,3,3000,100,25,30,77.41130161
lowheight,3,3000,100,50,20,128.2704565
lowheight,3,3000,100,50,30,128.2704565
lowheight,3,3000,100,75,20,132.9918847
lowheight,3,3000,100,75,30,132.9918847
lowheight,3,3000,100,90,20,137.2413174
lowheight,3,3000,100,90,30,137.2413174
lowheight,3,3000,100,95,20,139.7844319
lowheight,3,3000,100,95,30,139.7844319
lowheight,3,3000,500,5,20,144.7152812
lowheight,3,3000,500,5,30,144.7152812
lowheight,3,3000,500,10,20,147.2583957
lowheight,3,3000,500,10,30,147.2583957
lowheight,3,3000,500,25,20,151.5078284
lowheight,3,3000,500,25,30,151.5078284
lowheight,3,3000,500,50,20,156.2292566
lowheight,3,3000,500,50,30,156.2292566
lowheight,3,3000,500,75,20,160.9506849
lowheight,3,3000,500,75,30,160.9506849
lowheight,3,3000,500,90,20,165.2001176
lowheight,3,3000,500,90,30,165.2001176
lowheight,3,3000,500,95,20,167.743232
lowheight,3,3000,500,95,30,167.743232
lowheight,3,3000,1000,5,20,156.7564811
lowheight,3,3000,1000,5,30,156.7564811
lowheight,3,3000,1000,10,20,159.2995955
lowheight,3,3000,1000,10,30,159.2995955
lowheight,3,3000,1000,25,20,163.5490282
lowheight,3,3000,1000,25,30,163.5490282
lowheight,3,3000,1000,50,20,168.2704565
lowheight,3,3000,1000,50,30,168.2704565
lowheight,3,3000,1000,75,20,172.9918847
lowheight,3,3000,1000,75,30,172.9918847
lowheight,3,3000,1000,90,20,177.2413174
lowheight,3,3000,1000,90,30,177.2413174
lowheight,3,3000,1000,95,20,179.7844319
lowheight,3,3000,1000,95,30,179.7844319
lowheight,3,3000,2000,5,20,168.7976809
lowheight,3,3000,2000,5,30,168.7976809
lowheight,3,3000,2000,10,20,171.3407953
lowheight,3,3000,2000,10,30,171.3407953
lowheight,3,3000,2000,25,20,175.590228
lowheight,3,3000,2000,25,30,175.590228
lowheight,3,3000,2000,50,20,180.3116563
lowheight,3,3000,2000,50,30,180.3116563
lowheight,3,3000,2000,75,20,185.0330845
lowheight,3,3000,2000,75,30,185.0330845
lowheight,3,3000,2000,90,20,189.2825172
lowheight,3,3000,2000,90,30,189.2825172
lowheight,3,3000,2000,95,20,191.8256317
lowheight,3,3000,2000,95,30,191.8256317
